[2023-05-24 17:57:02,084] Namespace(checkpoint_path='./pretrain-weights/sam_vit_h_4b8939.pth', model_type='vit_h', device='cuda', voc2012_path='./VOC2012', n_emb=3, lr=0.005, trainer='cocoop', batch_size=8, num_workers=24, epoch=100, unseen_classes=[17, 18, 19, 20], save_dir='ckpt/n_emb_3')
[2023-05-24 17:57:49,559] epoch [0]
[2023-05-24 18:01:18,132] mean IoU: 0.631877  background: 0.866755  foreground: 0.396999
[2023-05-24 18:01:18,132] mean IoU: 0.418973  background: 0.866755  aeroplane: 0.589703  bicycle: 0.190339  bird: 0.475717  boat: 0.444867  bottle: 0.118204  bus: 0.669872  car: 0.367808  cat: 0.758034  chair: 0.054112  cow: 0.587743  diningtable: 0.076172  dog: 0.651219  horse: 0.657965  motorbike: 0.391033  person: 0.154278  pottedplant: 0.068727  sheep: nan  sofa: nan  train: nan  tvmonitor: nan
[2023-05-24 18:02:45,588] mean IoU: 0.611486  background: 0.867140  foreground: 0.355833
[2023-05-24 18:02:45,589] mean IoU: 0.356152  background: 0.867140  aeroplane: 0.759555  bicycle: 0.046799  bird: 0.724847  boat: 0.137344  bottle: 0.008816  bus: 0.752086  car: 0.234903  cat: 0.809543  chair: 0.009882  cow: 0.709404  diningtable: 0.023961  dog: 0.785379  horse: 0.638000  motorbike: 0.141654  person: 0.084051  pottedplant: 0.000114  sheep: 0.704469  sofa: 0.011806  train: 0.022516  tvmonitor: 0.006913
[2023-05-24 18:02:45,589] 

[2023-05-24 18:02:45,605] Saving model: ckpt/n_emb_3/best.pth
[2023-05-24 18:02:50,127] epoch [0] has the best iou: 0.355833
[2023-05-24 18:02:50,127] epoch [1]
[2023-05-24 18:06:16,722] mean IoU: 0.675117  background: 0.882651  foreground: 0.467582
[2023-05-24 18:06:16,723] mean IoU: 0.471966  background: 0.882651  aeroplane: 0.598340  bicycle: 0.183414  bird: 0.645899  boat: 0.509324  bottle: 0.212858  bus: 0.691516  car: 0.522219  cat: 0.791203  chair: 0.106333  cow: 0.558923  diningtable: 0.153664  dog: 0.693326  horse: 0.626380  motorbike: 0.489126  person: 0.282690  pottedplant: 0.075555  sheep: nan  sofa: nan  train: nan  tvmonitor: nan
