[2023-05-24 12:24:26,781] Namespace(checkpoint_path='./pretrain-weights/sam_vit_h_4b8939.pth', model_type='vit_h', device='cuda', voc2012_path='./VOC2012', n_emb=2, lr=0.005, trainer='cocoop', batch_size=8, num_workers=24, epoch=100, unseen_classes=[17, 18, 19, 20], save_dir='ckpt/n_emb_2')
[2023-05-24 12:24:52,350] epoch [0]
[2023-05-24 12:28:18,975] mean IoU: 0.574619  background: 0.830147  foreground: 0.319092
[2023-05-24 12:28:18,976] mean IoU: 0.348189  background: 0.830147  aeroplane: 0.376786  bicycle: 0.148573  bird: 0.450315  boat: 0.349889  bottle: 0.167761  bus: 0.347442  car: 0.335351  cat: 0.663661  chair: 0.120992  cow: 0.468505  diningtable: 0.069711  dog: 0.482404  horse: 0.421515  motorbike: 0.324998  person: 0.177594  pottedplant: 0.183566  sheep: nan  sofa: nan  train: nan  tvmonitor: nan
[2023-05-24 12:29:47,059] mean IoU: 0.646294  background: 0.860015  foreground: 0.432572
[2023-05-24 12:29:47,060] mean IoU: 0.457894  background: 0.860015  aeroplane: 0.699917  bicycle: 0.193061  bird: 0.560522  boat: 0.483959  bottle: 0.299902  bus: 0.566616  car: 0.398002  cat: 0.811329  chair: 0.104255  cow: 0.732196  diningtable: 0.082013  dog: 0.775650  horse: 0.633878  motorbike: 0.441777  person: 0.265815  pottedplant: 0.086581  sheep: 0.725764  sofa: 0.149774  train: 0.481077  tvmonitor: 0.263678
[2023-05-24 12:29:47,061] 

[2023-05-24 12:29:47,085] Saving model: ckpt/n_emb_2/best.pth
[2023-05-24 12:29:51,430] epoch [0] has the best iou: 0.432572
[2023-05-24 12:29:51,430] epoch [1]
[2023-05-24 12:33:16,889] mean IoU: 0.678644  background: 0.876021  foreground: 0.481267
[2023-05-24 12:33:16,890] mean IoU: 0.504197  background: 0.876021  aeroplane: 0.652126  bicycle: 0.255134  bird: 0.615750  boat: 0.538616  bottle: 0.207408  bus: 0.631662  car: 0.497165  cat: 0.816091  chair: 0.160948  cow: 0.688066  diningtable: 0.180832  dog: 0.709394  horse: 0.697465  motorbike: 0.555566  person: 0.313056  pottedplant: 0.176055  sheep: nan  sofa: nan  train: nan  tvmonitor: nan
[2023-05-24 12:34:43,129] mean IoU: 0.712349  background: 0.885604  foreground: 0.539094
[2023-05-24 12:34:43,130] mean IoU: 0.525584  background: 0.885604  aeroplane: 0.796883  bicycle: 0.244827  bird: 0.606210  boat: 0.559222  bottle: 0.351479  bus: 0.788559  car: 0.452498  cat: 0.804071  chair: 0.159394  cow: 0.777803  diningtable: 0.197769  dog: 0.776967  horse: 0.713013  motorbike: 0.654748  person: 0.510894  pottedplant: 0.094166  sheep: 0.766996  sofa: 0.118796  train: 0.581616  tvmonitor: 0.195741
[2023-05-24 12:34:43,130] 

[2023-05-24 12:34:43,153] Saving model: ckpt/n_emb_2/best.pth
[2023-05-24 12:35:08,729] epoch [1] has the best iou: 0.539094
[2023-05-24 12:35:08,730] epoch [2]
[2023-05-24 12:38:33,737] mean IoU: 0.743774  background: 0.903523  foreground: 0.584026
[2023-05-24 12:38:33,737] mean IoU: 0.581365  background: 0.903523  aeroplane: 0.742869  bicycle: 0.319431  bird: 0.643715  boat: 0.626756  bottle: 0.366331  bus: 0.758037  car: 0.573794  cat: 0.850911  chair: 0.120113  cow: 0.690874  diningtable: 0.313332  dog: 0.740106  horse: 0.741772  motorbike: 0.712142  person: 0.502077  pottedplant: 0.277416  sheep: nan  sofa: nan  train: nan  tvmonitor: nan
[2023-05-24 12:40:00,124] mean IoU: 0.720801  background: 0.895409  foreground: 0.546192
