[2023-05-31 18:14:23,605] Namespace(checkpoint_path='./pretrain-weights/sam_vit_h_4b8939.pth', model_type='vit_h', device='cuda', voc2012_path='./VOC2012', coco_path='./COCO2017', dataset='VOC', n_emb=1, lr=0.005, trainer='cocoop', batch_size=8, num_workers=16, epoch=200, save_dir='ckpt/n_emb_1', load_model_path='./models/best.pth', resume=False)
[2023-05-31 18:15:10,828] epoch [0]
[2023-05-31 18:19:14,021] mean IoU: 0.584584  background: 0.835066  foreground: 0.334102
[2023-05-31 18:20:34,469] mean IoU: 0.657878  background: 0.870639  foreground: 0.445117
[2023-05-31 18:20:34,469] 

[2023-05-31 18:20:34,485] saving model: ckpt/n_emb_1/best.pth
[2023-05-31 18:20:38,466] epoch [0] has the best iou: 0.445117
[2023-05-31 18:20:38,472] saving model: ckpt/n_emb_1/last.pth
[2023-05-31 18:20:42,066] epoch [1]
[2023-05-31 18:24:44,679] mean IoU: 0.680846  background: 0.881137  foreground: 0.480555
[2023-05-31 18:26:04,812] mean IoU: 0.706742  background: 0.889155  foreground: 0.524329
[2023-05-31 18:26:04,813] 

[2023-05-31 18:26:04,827] saving model: ckpt/n_emb_1/best.pth
[2023-05-31 18:26:15,686] epoch [1] has the best iou: 0.524329
[2023-05-31 18:26:15,700] saving model: ckpt/n_emb_1/last.pth
[2023-05-31 18:26:38,338] epoch [2]
[2023-05-31 18:30:34,343] mean IoU: 0.717242  background: 0.895271  foreground: 0.539214
[2023-05-31 18:31:54,787] mean IoU: 0.713731  background: 0.894978  foreground: 0.532485
[2023-05-31 18:31:54,788] 

[2023-05-31 18:31:54,799] saving model: ckpt/n_emb_1/best.pth
[2023-05-31 18:32:06,229] epoch [2] has the best iou: 0.532485
[2023-05-31 18:32:06,236] saving model: ckpt/n_emb_1/last.pth
[2023-05-31 18:32:45,542] epoch [3]
[2023-05-31 18:36:42,408] mean IoU: 0.741624  background: 0.904189  foreground: 0.579058
[2023-05-31 18:38:03,180] mean IoU: 0.724632  background: 0.897471  foreground: 0.551794
[2023-05-31 18:38:03,181] 

[2023-05-31 18:38:03,190] saving model: ckpt/n_emb_1/best.pth
[2023-05-31 18:38:15,879] epoch [3] has the best iou: 0.551794
[2023-05-31 18:38:15,895] saving model: ckpt/n_emb_1/last.pth
[2023-05-31 18:38:43,936] epoch [4]
[2023-05-31 18:42:38,172] mean IoU: 0.758182  background: 0.910516  foreground: 0.605848
[2023-05-31 18:43:59,202] mean IoU: 0.736997  background: 0.902468  foreground: 0.571527
[2023-05-31 18:43:59,202] 

[2023-05-31 18:43:59,212] saving model: ckpt/n_emb_1/best.pth
[2023-05-31 18:44:09,367] epoch [4] has the best iou: 0.571527
[2023-05-31 18:44:09,375] saving model: ckpt/n_emb_1/last.pth
[2023-05-31 18:44:40,823] epoch [5]
[2023-05-31 18:48:36,531] mean IoU: 0.763369  background: 0.912781  foreground: 0.613957
[2023-05-31 18:49:58,308] mean IoU: 0.754738  background: 0.905595  foreground: 0.603880
[2023-05-31 18:49:58,309] 

[2023-05-31 18:49:58,324] saving model: ckpt/n_emb_1/best.pth
[2023-05-31 18:50:08,844] epoch [5] has the best iou: 0.603880
[2023-05-31 18:50:08,855] saving model: ckpt/n_emb_1/last.pth
[2023-05-31 18:50:32,969] epoch [6]
[2023-05-31 18:54:26,721] mean IoU: 0.777910  background: 0.917310  foreground: 0.638509
[2023-05-31 18:55:47,249] mean IoU: 0.779963  background: 0.916146  foreground: 0.643781
[2023-05-31 18:55:47,249] 

