[2023-05-31 18:06:58,205] Namespace(checkpoint_path='./pretrain-weights/sam_vit_h_4b8939.pth', model_type='vit_h', device='cuda', voc2012_path='./VOC2012', coco_path='./COCO2017', dataset='VOC', n_emb=6, lr=0.005, trainer='cocoop', batch_size=8, num_workers=16, epoch=200, save_dir='ckpt/n_emb_6', load_model_path='./models/best.pth', resume=False)
[2023-05-31 18:07:21,831] epoch [0]
[2023-05-31 18:09:39,467] mean IoU: 0.616395  background: 0.852040  foreground: 0.380749
[2023-05-31 18:11:00,483] mean IoU: 0.700823  background: 0.889014  foreground: 0.512632
[2023-05-31 18:11:00,484] 

[2023-05-31 18:11:00,490] saving model: ckpt/n_emb_6/best.pth
[2023-05-31 18:11:04,733] epoch [0] has the best iou: 0.512632
[2023-05-31 18:11:04,739] saving model: ckpt/n_emb_6/last.pth
[2023-05-31 18:11:07,925] epoch [1]
[2023-05-31 18:14:18,599] mean IoU: 0.738701  background: 0.900660  foreground: 0.576741
[2023-05-31 18:15:40,271] mean IoU: 0.724073  background: 0.893276  foreground: 0.554870
[2023-05-31 18:15:40,272] 

[2023-05-31 18:15:40,281] saving model: ckpt/n_emb_6/best.pth
[2023-05-31 18:15:50,272] epoch [1] has the best iou: 0.554870
[2023-05-31 18:15:50,281] saving model: ckpt/n_emb_6/last.pth
[2023-05-31 18:16:00,109] epoch [2]
[2023-05-31 18:19:00,658] mean IoU: 0.771193  background: 0.912891  foreground: 0.629495
[2023-05-31 18:20:23,148] mean IoU: 0.781122  background: 0.914604  foreground: 0.647641
[2023-05-31 18:20:23,149] 

[2023-05-31 18:20:23,157] saving model: ckpt/n_emb_6/best.pth
[2023-05-31 18:20:42,537] epoch [2] has the best iou: 0.647641
[2023-05-31 18:20:42,543] saving model: ckpt/n_emb_6/last.pth
[2023-05-31 18:20:53,416] epoch [3]
[2023-05-31 18:23:52,577] mean IoU: 0.798410  background: 0.923657  foreground: 0.673164
[2023-05-31 18:25:14,970] mean IoU: 0.803876  background: 0.923314  foreground: 0.684439
[2023-05-31 18:25:14,970] 

[2023-05-31 18:25:14,982] saving model: ckpt/n_emb_6/best.pth
[2023-05-31 18:25:25,106] epoch [3] has the best iou: 0.684439
[2023-05-31 18:25:25,114] saving model: ckpt/n_emb_6/last.pth
[2023-05-31 18:25:44,114] epoch [4]
[2023-05-31 18:28:43,616] mean IoU: 0.820436  background: 0.932807  foreground: 0.708065
[2023-05-31 18:30:05,727] mean IoU: 0.816427  background: 0.928266  foreground: 0.704589
[2023-05-31 18:30:05,727] 

[2023-05-31 18:30:05,733] saving model: ckpt/n_emb_6/best.pth
[2023-05-31 18:30:16,710] epoch [4] has the best iou: 0.704589
[2023-05-31 18:30:16,718] saving model: ckpt/n_emb_6/last.pth
[2023-05-31 18:30:27,801] epoch [5]
[2023-05-31 18:33:35,562] mean IoU: 0.837964  background: 0.939427  foreground: 0.736500
[2023-05-31 18:34:58,364] mean IoU: 0.822369  background: 0.929690  foreground: 0.715049
[2023-05-31 18:34:58,365] 

[2023-05-31 18:34:58,373] saving model: ckpt/n_emb_6/best.pth
[2023-05-31 18:35:09,483] epoch [5] has the best iou: 0.715049
[2023-05-31 18:35:09,491] saving model: ckpt/n_emb_6/last.pth
[2023-05-31 18:35:20,126] epoch [6]
[2023-05-31 18:38:26,821] mean IoU: 0.828627  background: 0.936228  foreground: 0.721026
[2023-05-31 18:39:49,967] mean IoU: 0.816074  background: 0.928631  foreground: 0.703517
[2023-05-31 18:39:49,967] 

[2023-05-31 18:39:49,976] saving model: ckpt/n_emb_6/last.pth
[2023-05-31 18:40:01,125] epoch [7]
[2023-05-31 18:43:04,383] mean IoU: 0.845502  background: 0.942403  foreground: 0.748600
[2023-05-31 18:44:26,735] mean IoU: 0.827098  background: 0.933567  foreground: 0.720630
[2023-05-31 18:44:26,736] 

[2023-05-31 18:44:26,744] saving model: ckpt/n_emb_6/best.pth
[2023-05-31 18:44:37,765] epoch [7] has the best iou: 0.720630
[2023-05-31 18:44:37,772] saving model: ckpt/n_emb_6/last.pth
[2023-05-31 18:44:48,858] epoch [8]
[2023-05-31 18:47:54,580] mean IoU: 0.835091  background: 0.938179  foreground: 0.732004
[2023-05-31 18:49:16,753] mean IoU: 0.820839  background: 0.932251  foreground: 0.709427
[2023-05-31 18:49:16,754] 

[2023-05-31 18:49:16,763] saving model: ckpt/n_emb_6/last.pth
[2023-05-31 18:49:27,858] epoch [9]
[2023-05-31 18:52:35,984] mean IoU: 0.852377  background: 0.944842  foreground: 0.759912
[2023-05-31 18:53:58,589] mean IoU: 0.829403  background: 0.933346  foreground: 0.725461
[2023-05-31 18:53:58,589] 

[2023-05-31 18:53:58,598] saving model: ckpt/n_emb_6/best.pth
[2023-05-31 18:54:11,029] epoch [9] has the best iou: 0.725461
[2023-05-31 18:54:11,037] saving model: ckpt/n_emb_6/last.pth
[2023-05-31 18:54:22,649] epoch [10]
[2023-05-31 18:57:18,780] mean IoU: 0.874021  background: 0.953183  foreground: 0.794859
[2023-05-31 18:58:41,359] mean IoU: 0.836817  background: 0.937967  foreground: 0.735667
[2023-05-31 18:58:41,359] 

[2023-05-31 18:58:41,369] saving model: ckpt/n_emb_6/best.pth
[2023-05-31 18:58:52,675] epoch [10] has the best iou: 0.735667
[2023-05-31 18:58:52,683] saving model: ckpt/n_emb_6/last.pth
[2023-05-31 18:59:04,068] epoch [11]
[2023-05-31 19:02:11,111] mean IoU: 0.881460  background: 0.956195  foreground: 0.806725
[2023-05-31 19:03:34,556] mean IoU: 0.838953  background: 0.938842  foreground: 0.739063
[2023-05-31 19:03:34,556] 

[2023-05-31 19:03:34,566] saving model: ckpt/n_emb_6/best.pth
