[2023-05-31 18:05:14,956] Namespace(checkpoint_path='./pretrain-weights/sam_vit_h_4b8939.pth', model_type='vit_h', device='cuda', voc2012_path='./VOC2012', coco_path='./COCO2017', dataset='VOC', n_emb=4, lr=0.005, trainer='cocoop', batch_size=8, num_workers=16, epoch=200, save_dir='ckpt/n_emb_4', load_model_path='./models/best.pth', resume=False)
[2023-05-31 18:05:37,077] epoch [0]
[2023-05-31 18:09:04,488] mean IoU: 0.581669  background: 0.833280  foreground: 0.330058
[2023-05-31 18:10:16,816] mean IoU: 0.656840  background: 0.874224  foreground: 0.439455
[2023-05-31 18:10:16,817] 

[2023-05-31 18:10:16,825] saving model: ckpt/n_emb_4/best.pth
[2023-05-31 18:10:20,144] epoch [0] has the best iou: 0.439455
[2023-05-31 18:10:20,149] saving model: ckpt/n_emb_4/last.pth
[2023-05-31 18:10:23,664] epoch [1]
[2023-05-31 18:13:48,900] mean IoU: 0.699944  background: 0.886468  foreground: 0.513421
[2023-05-31 18:15:00,468] mean IoU: 0.730123  background: 0.889783  foreground: 0.570463
[2023-05-31 18:15:00,468] 

[2023-05-31 18:15:00,476] saving model: ckpt/n_emb_4/best.pth
[2023-05-31 18:15:13,954] epoch [1] has the best iou: 0.570463
[2023-05-31 18:15:13,963] saving model: ckpt/n_emb_4/last.pth
[2023-05-31 18:15:27,621] epoch [2]
[2023-05-31 18:18:54,349] mean IoU: 0.756998  background: 0.907796  foreground: 0.606199
[2023-05-31 18:20:07,989] mean IoU: 0.756524  background: 0.909586  foreground: 0.603462
[2023-05-31 18:20:07,989] 

[2023-05-31 18:20:08,000] saving model: ckpt/n_emb_4/best.pth
[2023-05-31 18:20:22,167] epoch [2] has the best iou: 0.603462
[2023-05-31 18:20:22,174] saving model: ckpt/n_emb_4/last.pth
[2023-05-31 18:20:41,510] epoch [3]
[2023-05-31 18:24:08,843] mean IoU: 0.788243  background: 0.919624  foreground: 0.656862
[2023-05-31 18:25:24,180] mean IoU: 0.775309  background: 0.917233  foreground: 0.633386
[2023-05-31 18:25:24,181] 

[2023-05-31 18:25:24,192] saving model: ckpt/n_emb_4/best.pth
[2023-05-31 18:25:44,537] epoch [3] has the best iou: 0.633386
[2023-05-31 18:25:44,545] saving model: ckpt/n_emb_4/last.pth
[2023-05-31 18:25:59,458] epoch [4]
[2023-05-31 18:29:26,936] mean IoU: 0.804336  background: 0.925487  foreground: 0.683185
[2023-05-31 18:30:42,636] mean IoU: 0.804069  background: 0.924257  foreground: 0.683881
[2023-05-31 18:30:42,636] 

[2023-05-31 18:30:42,644] saving model: ckpt/n_emb_4/best.pth
[2023-05-31 18:30:57,271] epoch [4] has the best iou: 0.683881
[2023-05-31 18:30:57,277] saving model: ckpt/n_emb_4/last.pth
[2023-05-31 18:31:09,028] epoch [5]
[2023-05-31 18:34:33,913] mean IoU: 0.819949  background: 0.931395  foreground: 0.708504
[2023-05-31 18:35:41,979] mean IoU: 0.806296  background: 0.923970  foreground: 0.688622
[2023-05-31 18:35:41,980] 

[2023-05-31 18:35:41,989] saving model: ckpt/n_emb_4/best.pth
[2023-05-31 18:35:55,814] epoch [5] has the best iou: 0.688622
[2023-05-31 18:35:55,819] saving model: ckpt/n_emb_4/last.pth
[2023-05-31 18:36:07,389] epoch [6]
[2023-05-31 18:39:33,014] mean IoU: 0.830581  background: 0.936149  foreground: 0.725013
[2023-05-31 18:40:42,354] mean IoU: 0.812579  background: 0.926318  foreground: 0.698841
[2023-05-31 18:40:42,354] 

[2023-05-31 18:40:42,366] saving model: ckpt/n_emb_4/best.pth
[2023-05-31 18:40:55,641] epoch [6] has the best iou: 0.698841
[2023-05-31 18:40:55,649] saving model: ckpt/n_emb_4/last.pth
[2023-05-31 18:41:07,065] epoch [7]
[2023-05-31 18:44:32,277] mean IoU: 0.838572  background: 0.939036  foreground: 0.738108
[2023-05-31 18:45:42,921] mean IoU: 0.819120  background: 0.930148  foreground: 0.708092
[2023-05-31 18:45:42,921] 

[2023-05-31 18:45:42,935] saving model: ckpt/n_emb_4/best.pth
[2023-05-31 18:45:55,662] epoch [7] has the best iou: 0.708092
[2023-05-31 18:45:55,670] saving model: ckpt/n_emb_4/last.pth
[2023-05-31 18:46:07,176] epoch [8]
[2023-05-31 18:49:34,361] mean IoU: 0.847538  background: 0.942676  foreground: 0.752401
[2023-05-31 18:50:45,791] mean IoU: 0.818837  background: 0.930012  foreground: 0.707661
[2023-05-31 18:50:45,791] 

[2023-05-31 18:50:45,803] saving model: ckpt/n_emb_4/last.pth
