[2023-05-31 18:08:40,905] Namespace(checkpoint_path='./pretrain-weights/sam_vit_h_4b8939.pth', model_type='vit_h', device='cuda', voc2012_path='./VOC2012', coco_path='./COCO2017', dataset='VOC', n_emb=3, lr=0.005, trainer='cocoop', batch_size=8, num_workers=16, epoch=200, save_dir='ckpt/n_emb_3', load_model_path='./models/best.pth', resume=False)
[2023-05-31 18:09:05,204] epoch [0]
[2023-05-31 18:12:14,313] mean IoU: 0.589485  background: 0.835198  foreground: 0.343773
[2023-05-31 18:13:31,712] mean IoU: 0.696621  background: 0.876064  foreground: 0.517179
[2023-05-31 18:13:31,712] 

[2023-05-31 18:13:31,722] saving model: ckpt/n_emb_3/best.pth
[2023-05-31 18:13:35,188] epoch [0] has the best iou: 0.517179
[2023-05-31 18:13:35,194] saving model: ckpt/n_emb_3/last.pth
[2023-05-31 18:13:38,538] epoch [1]
[2023-05-31 18:16:35,911] mean IoU: 0.723852  background: 0.892648  foreground: 0.555056
[2023-05-31 18:17:55,160] mean IoU: 0.737693  background: 0.901684  foreground: 0.573703
[2023-05-31 18:17:55,160] 

[2023-05-31 18:17:55,168] saving model: ckpt/n_emb_3/best.pth
[2023-05-31 18:18:06,528] epoch [1] has the best iou: 0.573703
[2023-05-31 18:18:06,533] saving model: ckpt/n_emb_3/last.pth
[2023-05-31 18:18:17,623] epoch [2]
[2023-05-31 18:21:14,317] mean IoU: 0.763641  background: 0.909314  foreground: 0.617968
[2023-05-31 18:22:36,114] mean IoU: 0.767238  background: 0.900976  foreground: 0.633501
[2023-05-31 18:22:36,115] 

[2023-05-31 18:22:36,123] saving model: ckpt/n_emb_3/best.pth
[2023-05-31 18:22:46,984] epoch [2] has the best iou: 0.633501
[2023-05-31 18:22:46,992] saving model: ckpt/n_emb_3/last.pth
[2023-05-31 18:22:57,824] epoch [3]
[2023-05-31 18:25:53,132] mean IoU: 0.782690  background: 0.916130  foreground: 0.649249
[2023-05-31 18:27:14,479] mean IoU: 0.800098  background: 0.922191  foreground: 0.678005
[2023-05-31 18:27:14,480] 

[2023-05-31 18:27:14,488] saving model: ckpt/n_emb_3/best.pth
[2023-05-31 18:27:24,926] epoch [3] has the best iou: 0.678005
[2023-05-31 18:27:24,937] saving model: ckpt/n_emb_3/last.pth
[2023-05-31 18:27:35,824] epoch [4]
[2023-05-31 18:30:34,624] mean IoU: 0.800423  background: 0.923316  foreground: 0.677530
[2023-05-31 18:31:56,202] mean IoU: 0.757550  background: 0.906164  foreground: 0.608937
[2023-05-31 18:31:56,202] 

[2023-05-31 18:31:56,210] saving model: ckpt/n_emb_3/last.pth
[2023-05-31 18:32:06,465] epoch [5]
[2023-05-31 18:35:11,576] mean IoU: 0.801779  background: 0.924091  foreground: 0.679468
[2023-05-31 18:36:26,291] mean IoU: 0.805513  background: 0.922063  foreground: 0.688963
[2023-05-31 18:36:26,292] 

[2023-05-31 18:36:26,298] saving model: ckpt/n_emb_3/best.pth
[2023-05-31 18:36:36,988] epoch [5] has the best iou: 0.688963
[2023-05-31 18:36:36,995] saving model: ckpt/n_emb_3/last.pth
[2023-05-31 18:36:47,810] epoch [6]
[2023-05-31 18:39:57,774] mean IoU: 0.820306  background: 0.930830  foreground: 0.709782
[2023-05-31 18:41:17,436] mean IoU: 0.809337  background: 0.924873  foreground: 0.693802
[2023-05-31 18:41:17,438] 

[2023-05-31 18:41:17,447] saving model: ckpt/n_emb_3/best.pth
[2023-05-31 18:41:29,257] epoch [6] has the best iou: 0.693802
[2023-05-31 18:41:29,263] saving model: ckpt/n_emb_3/last.pth
[2023-05-31 18:41:40,393] epoch [7]
[2023-05-31 18:44:44,873] mean IoU: 0.836071  background: 0.937694  foreground: 0.734449
[2023-05-31 18:46:03,273] mean IoU: 0.811509  background: 0.925868  foreground: 0.697150
[2023-05-31 18:46:03,274] 

[2023-05-31 18:46:03,281] saving model: ckpt/n_emb_3/best.pth
[2023-05-31 18:46:14,550] epoch [7] has the best iou: 0.697150
[2023-05-31 18:46:14,558] saving model: ckpt/n_emb_3/last.pth
[2023-05-31 18:46:26,221] epoch [8]
[2023-05-31 18:49:35,510] mean IoU: 0.830212  background: 0.935244  foreground: 0.725181
[2023-05-31 18:50:58,267] mean IoU: 0.807696  background: 0.927660  foreground: 0.687731
[2023-05-31 18:50:58,267] 

[2023-05-31 18:50:58,276] saving model: ckpt/n_emb_3/last.pth
[2023-05-31 18:51:09,327] epoch [9]
[2023-05-31 18:54:18,160] mean IoU: 0.843650  background: 0.940743  foreground: 0.746556
[2023-05-31 18:55:37,466] mean IoU: 0.826617  background: 0.931437  foreground: 0.721798
[2023-05-31 18:55:37,467] 

[2023-05-31 18:55:37,475] saving model: ckpt/n_emb_3/best.pth
[2023-05-31 18:55:52,173] epoch [9] has the best iou: 0.721798
[2023-05-31 18:55:52,180] saving model: ckpt/n_emb_3/last.pth
[2023-05-31 18:56:09,984] epoch [10]
[2023-05-31 18:59:08,997] mean IoU: 0.854004  background: 0.944703  foreground: 0.763305
[2023-05-31 19:00:31,108] mean IoU: 0.811738  background: 0.924480  foreground: 0.698995
[2023-05-31 19:00:31,109] 

