[2023-06-02 22:17:21,586] Namespace(checkpoint_path='./pretrain-weights/sam_vit_h_4b8939.pth', model_type='vit_h', device='cuda', voc2012_path='./VOC2012', n_emb=2, lr=0.005, trainer='cocoopv2', batch_size=8, num_workers=24, epoch=100, unseen_classes=[17, 18, 19, 20], save_dir='ckpt_zero-shot_v2/n_emb_2')
[2023-06-02 22:17:47,874] epoch [0]
[2023-06-02 22:21:19,832] mean IoU: 0.561911  background: 0.830394  foreground: 0.293428
[2023-06-02 22:21:19,833] mean IoU: 0.326504  background: 0.830394  aeroplane: 0.498102  bicycle: 0.114342  bird: 0.368593  boat: 0.258474  bottle: 0.136371  bus: 0.400221  car: 0.303686  cat: 0.629011  chair: 0.082327  cow: 0.370048  diningtable: 0.073521  dog: 0.453322  horse: 0.465592  motorbike: 0.275634  person: 0.110311  pottedplant: 0.180618  sheep: nan  sofa: nan  train: nan  tvmonitor: nan
[2023-06-02 22:22:49,192] mean IoU: 0.643818  background: 0.862091  foreground: 0.425546
[2023-06-02 22:22:49,193] mean IoU: 0.463007  background: 0.862091  aeroplane: 0.725024  bicycle: 0.192931  bird: 0.638522  boat: 0.512115  bottle: 0.361700  bus: 0.723778  car: 0.409222  cat: 0.806182  chair: 0.091895  cow: 0.726376  diningtable: 0.109652  dog: 0.771324  horse: 0.673211  motorbike: 0.381023  person: 0.185497  pottedplant: 0.134085  sheep: 0.656809  sofa: 0.123271  train: 0.393691  tvmonitor: 0.244745
[2023-06-02 22:22:49,194] 

[2023-06-02 22:22:49,220] Saving model: ckpt_zero-shot_v2/n_emb_2/best.pth
[2023-06-02 22:22:53,497] epoch [0] has the best iou: 0.425546
[2023-06-02 22:22:53,497] epoch [1]
[2023-06-02 22:27:01,026] mean IoU: 0.687458  background: 0.884340  foreground: 0.490575
[2023-06-02 22:27:01,026] mean IoU: 0.526584  background: 0.884340  aeroplane: 0.814841  bicycle: 0.248521  bird: 0.634672  boat: 0.568538  bottle: 0.248573  bus: 0.722588  car: 0.489737  cat: 0.814498  chair: 0.120494  cow: 0.665788  diningtable: 0.169043  dog: 0.710901  horse: 0.705263  motorbike: 0.589172  person: 0.258951  pottedplant: 0.306010  sheep: nan  sofa: nan  train: nan  tvmonitor: nan
[2023-06-02 22:28:29,660] mean IoU: 0.668676  background: 0.880676  foreground: 0.456676
[2023-06-02 22:28:29,661] mean IoU: 0.444366  background: 0.880676  aeroplane: 0.835246  bicycle: 0.134055  bird: 0.593894  boat: 0.490461  bottle: 0.186164  bus: 0.723717  car: 0.561792  cat: 0.798759  chair: 0.038098  cow: 0.711988  diningtable: 0.049491  dog: 0.701484  horse: 0.698762  motorbike: 0.507124  person: 0.288853  pottedplant: 0.012811  sheep: 0.498717  sofa: 0.081317  train: 0.476151  tvmonitor: 0.062128
[2023-06-02 22:28:29,661] 

[2023-06-02 22:28:29,687] Saving model: ckpt_zero-shot_v2/n_emb_2/best.pth
[2023-06-02 22:28:39,325] epoch [1] has the best iou: 0.456676
[2023-06-02 22:28:39,325] epoch [2]
