[2023-06-02 22:12:29,016] Namespace(checkpoint_path='./pretrain-weights/sam_vit_h_4b8939.pth', model_type='vit_h', device='cuda', voc2012_path='./VOC2012', n_emb=6, lr=0.005, trainer='cocoopv2', batch_size=8, num_workers=24, epoch=100, unseen_classes=[17, 18, 19, 20], save_dir='ckpt_zero-shot_v2/n_emb_6')
[2023-06-02 22:12:50,978] epoch [0]
[2023-06-02 22:15:05,613] mean IoU: 0.597586  background: 0.838354  foreground: 0.356818
[2023-06-02 22:15:05,613] mean IoU: 0.399154  background: 0.838354  aeroplane: 0.593410  bicycle: 0.160444  bird: 0.489289  boat: 0.376311  bottle: 0.208966  bus: 0.465598  car: 0.372527  cat: 0.617005  chair: 0.085886  cow: 0.544762  diningtable: 0.110368  dog: 0.593065  horse: 0.585279  motorbike: 0.349591  person: 0.192786  pottedplant: 0.201983  sheep: nan  sofa: nan  train: nan  tvmonitor: nan
[2023-06-02 22:16:33,791] mean IoU: 0.670274  background: 0.858037  foreground: 0.482511
[2023-06-02 22:16:33,791] mean IoU: 0.504968  background: 0.858037  aeroplane: 0.767048  bicycle: 0.194679  bird: 0.670232  boat: 0.602018  bottle: 0.391465  bus: 0.799742  car: 0.446308  cat: 0.775115  chair: 0.117521  cow: 0.748965  diningtable: 0.141057  dog: 0.732736  horse: 0.654230  motorbike: 0.493334  person: 0.377196  pottedplant: 0.158181  sheep: 0.730173  sofa: 0.144324  train: 0.603858  tvmonitor: 0.198106
[2023-06-02 22:16:33,792] 

[2023-06-02 22:16:33,805] Saving model: ckpt_zero-shot_v2/n_emb_6/best.pth
[2023-06-02 22:16:37,033] epoch [0] has the best iou: 0.482511
[2023-06-02 22:16:37,034] epoch [1]
[2023-06-02 22:19:15,804] mean IoU: 0.697525  background: 0.882942  foreground: 0.512108
[2023-06-02 22:19:15,804] mean IoU: 0.529989  background: 0.882942  aeroplane: 0.781911  bicycle: 0.221555  bird: 0.704699  boat: 0.542473  bottle: 0.272850  bus: 0.731115  car: 0.500667  cat: 0.836004  chair: 0.109161  cow: 0.703294  diningtable: 0.174735  dog: 0.754255  horse: 0.669475  motorbike: 0.521219  person: 0.368488  pottedplant: 0.234976  sheep: nan  sofa: nan  train: nan  tvmonitor: nan
[2023-06-02 22:20:45,418] mean IoU: 0.707368  background: 0.876768  foreground: 0.537967
[2023-06-02 22:20:45,419] mean IoU: 0.528304  background: 0.876768  aeroplane: 0.820152  bicycle: 0.210039  bird: 0.712577  boat: 0.565377  bottle: 0.323797  bus: 0.717148  car: 0.434040  cat: 0.828480  chair: 0.168168  cow: 0.807422  diningtable: 0.077991  dog: 0.768457  horse: 0.739754  motorbike: 0.465582  person: 0.610784  pottedplant: 0.084768  sheep: 0.760441  sofa: 0.139857  train: 0.663342  tvmonitor: 0.319431
[2023-06-02 22:20:45,419] 

