[2023-06-02 22:14:59,981] Namespace(checkpoint_path='./pretrain-weights/sam_vit_h_4b8939.pth', model_type='vit_h', device='cuda', voc2012_path='./VOC2012', n_emb=4, lr=0.005, trainer='cocoopv2', batch_size=8, num_workers=24, epoch=100, unseen_classes=[17, 18, 19, 20], save_dir='ckpt_zero-shot_v2/n_emb_4')
[2023-06-02 22:15:24,377] epoch [0]
[2023-06-02 22:17:51,036] mean IoU: 0.604516  background: 0.848482  foreground: 0.360551
[2023-06-02 22:17:51,037] mean IoU: 0.370978  background: 0.848482  aeroplane: 0.426771  bicycle: 0.146399  bird: 0.451333  boat: 0.304829  bottle: 0.158344  bus: 0.479888  car: 0.407520  cat: 0.652828  chair: 0.046002  cow: 0.488735  diningtable: 0.089342  dog: 0.516361  horse: 0.458146  motorbike: 0.359663  person: 0.273945  pottedplant: 0.198040  sheep: nan  sofa: nan  train: nan  tvmonitor: nan
[2023-06-02 22:19:17,259] mean IoU: 0.701469  background: 0.882180  foreground: 0.520759
[2023-06-02 22:19:17,260] mean IoU: 0.497986  background: 0.882180  aeroplane: 0.800277  bicycle: 0.178256  bird: 0.660377  boat: 0.564443  bottle: 0.285950  bus: 0.759761  car: 0.441326  cat: 0.800341  chair: 0.050403  cow: 0.684662  diningtable: 0.170766  dog: 0.653369  horse: 0.687217  motorbike: 0.576538  person: 0.569346  pottedplant: 0.224372  sheep: 0.476652  sofa: 0.156001  train: 0.642840  tvmonitor: 0.192630
[2023-06-02 22:19:17,260] 

[2023-06-02 22:19:17,268] Saving model: ckpt_zero-shot_v2/n_emb_4/best.pth
[2023-06-02 22:19:21,455] epoch [0] has the best iou: 0.520759
[2023-06-02 22:19:21,456] epoch [1]
[2023-06-02 22:22:09,051] mean IoU: 0.725115  background: 0.896049  foreground: 0.554180
[2023-06-02 22:22:09,052] mean IoU: 0.548698  background: 0.896049  aeroplane: 0.806693  bicycle: 0.252879  bird: 0.647631  boat: 0.545256  bottle: 0.260501  bus: 0.713652  car: 0.536281  cat: 0.827006  chair: 0.060458  cow: 0.673386  diningtable: 0.178763  dog: 0.731666  horse: 0.751269  motorbike: 0.698463  person: 0.497681  pottedplant: 0.250235  sheep: nan  sofa: nan  train: nan  tvmonitor: nan
[2023-06-02 22:23:33,060] mean IoU: 0.720499  background: 0.890941  foreground: 0.550058
[2023-06-02 22:23:33,061] mean IoU: 0.524340  background: 0.890941  aeroplane: 0.815061  bicycle: 0.209077  bird: 0.665092  boat: 0.572510  bottle: 0.399444  bus: 0.728810  car: 0.444777  cat: 0.821041  chair: 0.057649  cow: 0.799317  diningtable: 0.090763  dog: 0.754078  horse: 0.709963  motorbike: 0.622335  person: 0.578311  pottedplant: 0.287755  sheep: 0.654426  sofa: 0.147161  train: 0.604063  tvmonitor: 0.158556
[2023-06-02 22:23:33,061] 

[2023-06-02 22:23:33,073] Saving model: ckpt_zero-shot_v2/n_emb_4/best.pth
