[2023-06-02 22:13:43,540] Namespace(checkpoint_path='./pretrain-weights/sam_vit_h_4b8939.pth', model_type='vit_h', device='cuda', voc2012_path='./VOC2012', n_emb=5, lr=0.005, trainer='cocoopv2', batch_size=8, num_workers=24, epoch=100, unseen_classes=[17, 18, 19, 20], save_dir='ckpt_zero-shot_v2/n_emb_5')
[2023-06-02 22:14:08,093] epoch [0]
[2023-06-02 22:16:49,234] mean IoU: 0.597416  background: 0.839730  foreground: 0.355102
[2023-06-02 22:16:49,234] mean IoU: 0.381878  background: 0.839730  aeroplane: 0.472195  bicycle: 0.199362  bird: 0.413595  boat: 0.406618  bottle: 0.231639  bus: 0.601392  car: 0.300078  cat: 0.619706  chair: 0.076249  cow: 0.460230  diningtable: 0.078103  dog: 0.467787  horse: 0.518343  motorbike: 0.435725  person: 0.221576  pottedplant: 0.149600  sheep: nan  sofa: nan  train: nan  tvmonitor: nan
[2023-06-02 22:18:14,726] mean IoU: 0.689691  background: 0.874831  foreground: 0.504551
[2023-06-02 22:18:14,727] mean IoU: 0.497176  background: 0.874831  aeroplane: 0.768350  bicycle: 0.126768  bird: 0.676055  boat: 0.340859  bottle: 0.330988  bus: 0.735808  car: 0.391749  cat: 0.829957  chair: 0.124751  cow: 0.768961  diningtable: 0.126319  dog: 0.787685  horse: 0.713232  motorbike: 0.563527  person: 0.439710  pottedplant: 0.162955  sheep: 0.732934  sofa: 0.127563  train: 0.633733  tvmonitor: 0.183971
[2023-06-02 22:18:14,727] 

[2023-06-02 22:18:14,733] Saving model: ckpt_zero-shot_v2/n_emb_5/best.pth
[2023-06-02 22:18:18,115] epoch [0] has the best iou: 0.504551
[2023-06-02 22:18:18,115] epoch [1]
[2023-06-02 22:20:55,994] mean IoU: 0.726681  background: 0.894505  foreground: 0.558858
[2023-06-02 22:20:55,994] mean IoU: 0.546972  background: 0.894505  aeroplane: 0.718305  bicycle: 0.156682  bird: 0.675350  boat: 0.487085  bottle: 0.340239  bus: 0.724827  car: 0.577783  cat: 0.822405  chair: 0.106564  cow: 0.642533  diningtable: 0.268971  dog: 0.735139  horse: 0.738709  motorbike: 0.670363  person: 0.507272  pottedplant: 0.231794  sheep: nan  sofa: nan  train: nan  tvmonitor: nan
[2023-06-02 22:22:19,824] mean IoU: 0.733312  background: 0.897400  foreground: 0.569223
[2023-06-02 22:22:19,824] mean IoU: 0.529312  background: 0.897400  aeroplane: 0.742734  bicycle: 0.175765  bird: 0.709573  boat: 0.512009  bottle: 0.572007  bus: 0.758471  car: 0.547045  cat: 0.824821  chair: 0.051532  cow: 0.771406  diningtable: 0.165384  dog: 0.774933  horse: 0.691311  motorbike: 0.658753  person: 0.619898  pottedplant: 0.125679  sheep: 0.714000  sofa: 0.125839  train: 0.584367  tvmonitor: 0.092620
[2023-06-02 22:22:19,825] 

[2023-06-02 22:22:19,833] Saving model: ckpt_zero-shot_v2/n_emb_5/best.pth
[2023-06-02 22:22:30,580] epoch [1] has the best iou: 0.569223
[2023-06-02 22:22:30,581] epoch [2]
[2023-06-02 22:25:09,974] mean IoU: 0.770937  background: 0.913042  foreground: 0.628832
[2023-06-02 22:25:09,974] mean IoU: 0.604188  background: 0.913042  aeroplane: 0.792324  bicycle: 0.250179  bird: 0.696393  boat: 0.565493  bottle: 0.539114  bus: 0.798707  car: 0.582928  cat: 0.850109  chair: 0.125661  cow: 0.697635  diningtable: 0.236131  dog: 0.767562  horse: 0.742535  motorbike: 0.736904  person: 0.665471  pottedplant: 0.311008  sheep: nan  sofa: nan  train: nan  tvmonitor: nan
[2023-06-02 22:26:31,904] mean IoU: 0.725466  background: 0.898601  foreground: 0.552331
[2023-06-02 22:26:31,904] mean IoU: 0.508210  background: 0.898601  aeroplane: 0.773121  bicycle: 0.118131  bird: 0.708180  boat: 0.555814  bottle: 0.367947  bus: 0.817046  car: 0.544924  cat: 0.838344  chair: 0.077524  cow: 0.790560  diningtable: 0.185862  dog: 0.771083  horse: 0.697938  motorbike: 0.649000  person: 0.640007  pottedplant: 0.105652  sheep: 0.761655  sofa: 0.072853  train: 0.195698  tvmonitor: 0.102472
[2023-06-02 22:26:31,905] 

[2023-06-02 22:26:31,905] epoch [3]
[2023-06-02 22:29:17,356] mean IoU: 0.779904  background: 0.917283  foreground: 0.642525
[2023-06-02 22:29:17,356] mean IoU: 0.623923  background: 0.917283  aeroplane: 0.784806  bicycle: 0.315738  bird: 0.759718  boat: 0.632913  bottle: 0.503348  bus: 0.797834  car: 0.663861  cat: 0.871325  chair: 0.137082  cow: 0.652494  diningtable: 0.298976  dog: 0.741710  horse: 0.777011  motorbike: 0.773538  person: 0.656287  pottedplant: 0.322769  sheep: nan  sofa: nan  train: nan  tvmonitor: nan
[2023-06-02 22:30:39,790] mean IoU: 0.760328  background: 0.907400  foreground: 0.613255
[2023-06-02 22:30:39,790] mean IoU: 0.584405  background: 0.907400  aeroplane: 0.781819  bicycle: 0.278974  bird: 0.743294  boat: 0.622774  bottle: 0.594451  bus: 0.840884  car: 0.612366  cat: 0.830753  chair: 0.131371  cow: 0.789448  diningtable: 0.205923  dog: 0.809411  horse: 0.773017  motorbike: 0.709623  person: 0.681445  pottedplant: 0.298234  sheep: 0.732829  sofa: 0.168413  train: 0.513203  tvmonitor: 0.246863
[2023-06-02 22:30:39,790] 

[2023-06-02 22:30:39,801] Saving model: ckpt_zero-shot_v2/n_emb_5/best.pth
[2023-06-02 22:30:51,032] epoch [3] has the best iou: 0.613255
[2023-06-02 22:30:51,033] epoch [4]
[2023-06-02 22:33:34,159] mean IoU: 0.807394  background: 0.928302  foreground: 0.686486
[2023-06-02 22:33:34,160] mean IoU: 0.660964  background: 0.928302  aeroplane: 0.832479  bicycle: 0.321804  bird: 0.795658  boat: 0.605220  bottle: 0.566396  bus: 0.833209  car: 0.659857  cat: 0.882441  chair: 0.154536  cow: 0.684613  diningtable: 0.436723  dog: 0.793698  horse: 0.811897  motorbike: 0.782633  person: 0.716691  pottedplant: 0.430238  sheep: nan  sofa: nan  train: nan  tvmonitor: nan
[2023-06-02 22:34:48,653] mean IoU: 0.764422  background: 0.912318  foreground: 0.616526
